,changeeconomy,econpersonalretro,changeimmig,controlimmig,effectseunhs,effectseuunemployment,effectseuimmigration,effectseuecon,happyeuleave
18666,1.0,1.0,0.5,1.0,1,1,-1,1,1
18667,-0.5,1.0,1.0,1.0,1,1,1,1,1
18668,1.0,-0.5,1.0,1.0,-2,1,1,-2,1
18669,-2.0,1.0,1.0,0.5,-1,-1,1,-1,1
18670,1.0,1.0,1.0,2.0,1,1,-1,1,2
18671,-0.5,1.0,1.0,0.5,1,1,-1,-1,1
18672,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
18673,-0.5,1.5,2.0,2.0,3,1,-1,1,2
18674,1.5,1.0,0.5,2.0,6,1,-2,6,2
18675,1.0,1.0,1.0,1.0,1,-1,1,1,2
18676,6.0,1.5,0.5,1.0,3,1,2,3,1
18677,-0.5,1.0,0.5,1.0,1,1,1,-1,1
18678,-0.5,1.0,0.5,2.0,1,1,1,1,2
18679,-2.0,1.0,1.0,1.0,-2,1,1,-2,1
18680,1.0,-0.5,1.0,1.0,1,1,1,-1,1
18681,-2.0,-0.5,1.0,1.0,1,2,1,-2,2
18682,-0.5,-0.5,1.0,1.0,-2,1,1,-2,1
18683,-0.5,1.5,0.5,1.0,3,1,1,-1,1
18684,-0.5,1.0,1.0,0.5,-1,2,1,-1,2
18685,1.0,1.0,1.0,2.0,-1,1,-1,-1,1
18686,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
18687,1.0,-2.0,2.0,1.0,-2,1,2,-2,2
18688,-0.5,-0.5,-0.5,2.0,-1,1,-1,-1,1
18689,-0.5,1.0,1.0,1.0,-1,2,1,-1,2
18690,-0.5,1.0,1.0,0.5,1,1,1,-1,1
18691,-0.5,1.0,0.5,2.0,1,1,-1,1,1
18692,-2.0,-0.5,0.5,0.5,-1,1,1,-1,2
18693,1.0,-0.5,0.5,1.0,1,1,-1,1,1
18694,1.0,1.0,1.0,1.0,1,1,-1,3,1
18695,1.0,1.0,2.0,1.0,3,-1,-1,3,2
18696,1.5,1.0,0.5,1.0,3,1,-1,3,2
18697,1.0,1.0,0.5,2.0,1,1,-1,1,1
18698,1.5,-0.5,2.0,2.0,3,-1,-2,6,2
18699,-0.5,1.0,1.0,1.0,-1,1,-1,-2,1
18700,-0.5,1.0,0.5,1.0,1,1,1,-1,1
18701,1.0,1.0,2.0,0.5,1,1,1,1,2
18702,-0.5,-0.5,0.5,2.0,3,1,1,1,2
18703,1.0,1.0,0.5,1.0,3,1,1,3,2
18704,-2.0,-0.5,1.0,0.5,-2,2,1,-1,1
18705,1.0,1.0,1.0,1.0,1,1,1,1,2
18706,-2.0,-0.5,1.0,0.5,-2,2,1,-2,2
18707,-0.5,1.0,-0.5,1.0,-1,-1,-2,1,1
18708,1.5,1.0,0.5,1.0,6,-1,-1,6,2
18709,-2.0,-0.5,1.0,0.5,-2,1,-1,-2,2
18710,1.0,1.0,1.0,1.0,1,1,1,1,1
18711,-0.5,1.0,1.0,1.0,-1,2,1,-2,1
18712,1.0,1.5,0.5,2.0,3,-1,1,1,2
18713,1.0,1.0,0.5,1.0,3,1,-2,3,1
18714,1.0,1.0,1.0,1.0,3,1,1,1,1
18715,-0.5,1.0,1.0,2.0,1,1,-1,3,1
18716,-0.5,-0.5,1.0,1.0,-2,1,-1,-2,1
18717,1.0,1.0,1.0,0.5,1,1,1,1,2
18718,-2.0,-0.5,-0.5,0.5,-1,2,-2,-2,2
18719,1.0,1.0,1.0,1.0,1,1,1,1,1
18720,-2.0,-0.5,1.0,0.5,-1,2,1,-2,2
18721,-0.5,-0.5,1.0,1.0,-2,1,1,-2,1
18722,1.0,1.0,0.5,2.0,1,1,-1,3,2
18723,1.0,1.0,1.0,1.0,1,1,-1,1,1
18724,-0.5,1.5,1.0,2.0,-1,1,1,-1,2
18725,1.0,-0.5,-0.5,2.0,1,1,1,1,1
18726,1.0,-0.5,1.0,1.0,-1,1,-1,-1,1
18727,-0.5,1.5,-0.5,1.0,-1,1,1,-2,1
18728,-0.5,1.0,1.0,0.5,1,1,1,-1,2
18729,-2.0,-0.5,-0.5,1.0,-2,2,2,-2,2
18730,-0.5,1.5,1.0,1.0,1,1,1,1,1
18731,1.0,1.0,0.5,1.0,6,-1,-1,3,2
18732,1.5,1.0,1.0,1.0,1,1,1,1,1
18733,-2.0,1.0,1.0,1.0,-2,2,1,-2,1
18734,1.0,1.0,-0.5,1.0,3,1,1,1,1
18735,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
18736,-0.5,1.0,1.0,1.0,-2,2,2,-2,2
18737,-0.5,-0.5,0.5,1.0,1,1,1,3,1
18738,1.0,-2.0,1.0,2.0,1,1,1,1,2
18739,1.5,1.0,1.0,2.0,1,1,-1,1,1
18740,-0.5,1.0,0.5,0.5,-2,1,1,-1,2
18741,-0.5,1.5,-0.5,1.0,-1,1,-1,-1,2
18742,-2.0,1.5,1.0,1.0,1,1,-1,1,1
18743,-2.0,1.0,0.5,0.5,-2,1,1,-2,1
18744,-0.5,1.0,1.0,2.0,-2,1,1,-2,2
18745,-0.5,-2.0,2.0,1.0,1,1,1,1,1
18746,1.0,1.0,1.0,0.5,-2,1,1,-1,2
18747,1.0,1.0,-0.5,1.0,3,-1,-1,3,2
18748,-0.5,-0.5,1.0,0.5,-1,1,1,-1,1
18749,-0.5,1.0,0.5,2.0,1,1,1,1,2
18750,-0.5,-0.5,0.5,2.0,6,-1,-1,1,1
18751,1.0,-2.0,1.0,1.0,1,-1,-2,1,2
18752,-0.5,1.0,1.0,1.0,-2,1,1,-1,1
18753,1.0,-0.5,1.0,1.0,3,1,1,3,1
18754,1.0,-0.5,0.5,2.0,3,1,-1,1,1
18755,1.0,1.0,1.0,0.5,1,1,1,1,1
18756,6.0,1.0,2.0,1.0,1,1,1,1,2
18757,-0.5,-0.5,1.0,0.5,-1,2,1,-2,1
18758,1.5,1.0,1.0,2.0,1,1,1,3,2
18759,-0.5,1.0,1.0,1.0,-2,1,1,-1,2
18760,-0.5,6.0,-0.5,0.5,-2,1,1,-2,1
18761,1.0,1.0,-0.5,2.0,1,1,-1,1,2
18762,-2.0,-0.5,2.0,1.0,-2,2,1,-2,2
18763,1.5,1.5,2.0,2.0,6,-1,-1,6,2
18764,-2.0,-0.5,1.0,1.0,1,1,1,1,2
18765,-0.5,1.0,1.0,1.0,-1,1,1,-2,1
18766,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
18767,-0.5,-0.5,1.0,0.5,1,1,1,1,1
18768,1.0,1.0,2.0,1.0,1,1,1,1,1
18769,1.0,1.0,2.0,2.0,1,1,-2,1,1
18770,1.5,1.0,1.0,2.0,1,1,-1,1,2
18771,-2.0,1.0,1.0,0.5,-1,1,1,-1,2
18772,1.0,1.0,1.0,1.0,1,1,1,1,1
18773,-0.5,1.0,0.5,1.0,-2,-1,1,-1,1
18774,-0.5,-0.5,1.0,1.0,-1,1,1,-1,2
18775,-0.5,1.0,0.5,0.5,-1,2,1,-1,2
18776,6.0,1.0,1.0,2.0,1,-1,1,3,2
18777,-0.5,-2.0,1.0,2.0,1,1,-1,1,2
18778,1.0,1.0,1.0,1.0,1,1,1,1,1
18779,-2.0,-2.0,2.0,1.0,1,2,1,-2,2
18780,-2.0,1.5,0.5,1.0,-2,1,1,-1,2
18781,-2.0,1.5,1.0,1.0,-2,1,1,-2,2
18782,-0.5,1.0,-0.5,1.0,1,2,1,1,1
18783,1.0,1.0,2.0,2.0,1,-1,-1,3,2
18784,1.0,1.5,0.5,1.0,3,1,-1,3,2
18785,1.0,1.0,1.0,1.0,-2,1,-1,-1,2
18786,1.0,1.0,0.5,1.0,1,1,-1,1,2
18787,-2.0,-0.5,1.0,0.5,-2,1,1,-2,2
18788,-2.0,-0.5,0.5,1.0,3,1,1,3,2
18789,1.0,1.0,1.0,1.0,1,1,1,1,1
18790,-0.5,1.0,0.5,1.0,-1,1,1,-1,1
18791,1.0,1.0,1.0,1.0,1,1,1,1,2
18792,1.0,1.5,1.0,2.0,1,1,1,3,1
18793,1.0,1.5,-0.5,2.0,1,-1,-2,1,1
18794,1.5,-0.5,-0.5,2.0,3,-1,-1,3,2
18795,-2.0,-0.5,1.0,1.0,-1,1,1,1,2
18796,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
18797,-0.5,-0.5,0.5,2.0,-1,-1,1,1,1
18798,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
18799,-0.5,-0.5,1.0,0.5,-1,1,-1,-1,1
18800,-0.5,1.5,0.5,1.0,-1,1,-1,-1,1
18801,-2.0,-0.5,1.0,1.0,-1,1,1,-1,1
18802,-2.0,-0.5,-2.0,2.0,1,1,1,-1,1
18803,-2.0,1.5,2.0,1.0,-2,1,-1,-1,1
18804,1.0,-0.5,1.0,1.0,1,1,1,-1,1
18805,1.5,-2.0,1.0,1.0,6,1,1,1,2
18806,1.0,-0.5,1.0,1.0,1,1,1,1,1
18807,1.0,1.0,-0.5,1.0,-2,2,-1,-2,1
18808,1.0,1.0,0.5,2.0,-1,1,1,1,2
18809,1.0,1.0,-0.5,0.5,3,1,1,1,1
18810,1.0,-0.5,0.5,0.5,3,1,1,1,1
18811,1.0,1.0,0.5,1.0,-1,1,-1,-1,1
18812,1.0,-0.5,1.0,2.0,1,1,-1,1,1
18813,-0.5,1.0,2.0,0.5,-1,1,1,-1,1
18814,1.5,1.0,0.5,2.0,1,1,-1,3,1
18815,-2.0,-0.5,1.0,1.0,-2,1,1,-2,1
18816,1.0,-0.5,1.0,0.5,-2,2,1,-2,2
18817,1.5,1.0,1.0,1.0,1,1,1,3,2
18818,1.0,-0.5,2.0,2.0,1,1,1,1,1
18819,-2.0,1.0,1.0,1.0,-1,1,1,-2,2
18820,1.0,1.0,2.0,1.0,3,1,-1,1,2
18821,-2.0,1.0,1.0,1.0,-2,1,-1,-1,2
18822,1.0,1.5,1.0,2.0,3,1,-1,1,2
18823,-0.5,-0.5,-0.5,1.0,3,1,1,1,1
18824,-0.5,1.0,1.0,0.5,-2,2,1,-2,2
18825,1.0,1.0,1.0,1.0,1,1,2,1,2
18826,1.0,1.0,2.0,1.0,1,1,2,1,2
18827,-2.0,-0.5,1.0,1.0,-2,2,1,-2,2
18828,1.5,1.0,0.5,1.0,1,-1,-1,3,2
18829,-2.0,-0.5,-0.5,2.0,-2,2,-2,-2,2
18830,-0.5,-0.5,1.0,1.0,-2,2,1,-2,1
18831,-0.5,1.0,1.0,2.0,3,1,-2,1,2
18832,-0.5,-0.5,0.5,1.0,1,1,1,1,1
18833,-2.0,-0.5,0.5,1.0,1,1,-1,1,1
18834,1.0,1.0,2.0,1.0,1,1,1,3,2
18835,-0.5,-0.5,-0.5,2.0,-1,1,1,-1,1
18836,-0.5,-2.0,1.0,2.0,-1,1,-1,-1,1
18837,-0.5,1.0,-0.5,2.0,1,-1,-1,-1,2
18838,-2.0,1.0,0.5,0.5,-2,1,1,-1,1
18839,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
18840,1.5,-0.5,0.5,2.0,3,-1,-1,1,2
18841,1.5,1.0,1.0,2.0,3,1,-1,3,2
18842,-2.0,-2.0,-0.5,1.0,-2,1,-1,-1,2
18843,-2.0,-2.0,1.0,1.0,-1,1,-1,-2,2
18844,-0.5,-0.5,1.0,1.0,-2,1,-1,-1,1
18845,-0.5,1.5,1.0,1.0,-1,1,1,-1,1
18846,1.0,6.0,1.0,1.0,-1,2,1,-1,2
18847,-0.5,-0.5,1.0,1.0,-2,1,1,-1,1
18848,1.0,1.5,1.0,2.0,-1,1,1,-1,1
18849,-2.0,1.0,-0.5,1.0,1,1,-1,-2,2
18850,1.0,1.0,1.0,1.0,1,1,-1,1,1
18851,1.5,1.5,2.0,1.0,3,-1,-2,3,2
18852,1.5,1.5,1.0,1.0,-2,2,1,-1,2
18853,-2.0,1.0,0.5,1.0,1,1,1,1,1
18854,1.0,-0.5,0.5,0.5,1,1,1,-1,2
18855,-0.5,1.0,-0.5,0.5,-2,1,1,-1,1
18856,-0.5,1.0,1.0,0.5,-1,1,1,-1,1
18857,-0.5,-0.5,0.5,1.0,-1,1,1,-1,1
18858,1.0,1.0,1.0,1.0,1,1,1,1,2
18859,1.0,1.0,2.0,1.0,1,1,-2,1,1
18860,1.0,-2.0,1.0,0.5,1,1,1,1,1
18861,-0.5,-0.5,1.0,2.0,1,1,-1,3,2
18862,-0.5,-2.0,1.0,1.0,1,1,1,1,1
18863,1.5,1.5,2.0,1.0,3,1,-1,3,2
18864,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
18865,-0.5,1.0,2.0,2.0,1,1,-1,1,1
18866,-2.0,1.0,1.0,1.0,-1,1,1,-1,2
18867,1.0,1.0,0.5,2.0,1,-1,-2,3,2
18868,1.0,1.0,1.0,1.0,1,1,-1,1,1
18869,1.0,1.0,1.0,0.5,-1,1,1,-1,2
18870,-2.0,-0.5,0.5,0.5,-1,2,1,-1,1
18871,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
18872,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
18873,-0.5,-0.5,1.0,1.0,1,1,1,1,1
18874,-0.5,1.0,1.0,2.0,1,1,-1,-1,1
18875,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
18876,1.0,-0.5,0.5,1.0,1,1,-1,1,1
18877,1.5,1.0,0.5,2.0,3,1,1,3,2
18878,1.0,1.0,1.0,2.0,1,1,1,1,1
18879,1.0,1.0,0.5,1.0,1,1,1,1,1
18880,-0.5,1.5,-2.0,1.0,-1,1,-1,-1,1
18881,1.0,1.0,1.0,1.0,1,-1,1,1,2
18882,-2.0,1.0,1.0,1.0,-1,1,-1,-1,1
18883,1.0,-2.0,1.0,1.0,-2,1,1,1,1
18884,-0.5,-2.0,1.0,1.0,1,1,-1,1,2
18885,1.0,-2.0,1.0,1.0,1,1,1,1,1
18886,-2.0,-0.5,1.0,0.5,-1,1,1,-2,2
18887,6.0,6.0,2.0,1.0,6,-2,-2,6,2
18888,-2.0,-2.0,1.0,1.0,-2,2,1,-2,2
18889,-2.0,-0.5,0.5,0.5,-1,2,1,-1,1
18890,1.5,1.0,0.5,2.0,1,-1,1,3,2
18891,-0.5,1.0,-0.5,1.0,1,1,-1,3,2
18892,-0.5,1.0,1.0,0.5,-2,1,-1,-1,1
18893,-0.5,1.0,1.0,1.0,1,1,1,-1,1
18894,1.5,1.0,2.0,2.0,3,-1,1,3,2
18895,-0.5,1.0,1.0,2.0,-1,1,-1,-1,2
18896,-0.5,-0.5,-0.5,0.5,1,1,1,-1,1
18897,-0.5,1.5,1.0,0.5,-1,2,-1,-2,2
18898,-2.0,-0.5,0.5,1.0,-2,2,1,-2,1
18899,-2.0,-2.0,-0.5,2.0,-1,1,1,-2,1
18900,-2.0,1.5,2.0,1.0,-1,1,2,-1,2
18901,1.5,1.0,1.0,1.0,3,-1,1,3,2
18902,-2.0,-0.5,1.0,0.5,-1,-1,1,-1,1
18903,1.0,1.0,1.0,1.0,1,1,1,3,1
18904,-0.5,-0.5,1.0,1.0,-1,1,1,-1,2
18905,1.5,1.0,2.0,2.0,1,1,-2,1,1
18906,1.0,-2.0,1.0,2.0,1,1,2,3,2
18907,-0.5,1.0,-0.5,1.0,-2,2,1,-2,2
18908,-0.5,1.0,0.5,1.0,1,1,-1,3,2
18909,1.5,-0.5,2.0,2.0,1,1,1,3,2
18910,1.0,1.5,1.0,1.0,6,1,-1,3,2
18911,-0.5,-0.5,2.0,1.0,1,1,1,1,2
18912,1.0,1.0,1.0,1.0,1,1,1,1,2
18913,1.0,-0.5,1.0,2.0,1,1,1,3,1
18914,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
18915,1.0,1.5,-0.5,1.0,6,1,-1,1,1
18916,-2.0,-0.5,1.0,1.0,-2,2,-1,-2,2
18917,1.0,-0.5,2.0,2.0,1,1,-1,3,2
18918,-0.5,-0.5,1.0,0.5,-1,1,1,-1,2
18919,-0.5,1.5,1.0,1.0,-1,1,-1,-1,1
18920,-0.5,1.0,1.0,1.0,3,1,1,1,1
18921,-0.5,1.0,1.0,2.0,-1,2,1,-2,2
18922,-2.0,1.0,1.0,1.0,-2,2,1,-2,2
18923,1.0,1.0,1.0,2.0,1,1,-1,1,1
18924,-2.0,-2.0,1.0,1.0,-1,2,-2,-1,1
18925,-2.0,-0.5,-0.5,1.0,-2,1,1,-2,2
18926,-2.0,-0.5,1.0,1.0,-1,1,1,-1,1
18927,-0.5,1.0,-0.5,2.0,-1,1,1,-1,1
18928,-2.0,1.0,2.0,2.0,-2,2,2,-2,2
18929,1.0,-0.5,1.0,2.0,1,1,-1,1,2
18930,-0.5,1.0,0.5,1.0,1,1,1,1,2
18931,-0.5,1.0,1.0,1.0,-1,1,-1,-1,1
18932,1.5,1.0,0.5,2.0,1,1,-1,3,2
18933,1.0,1.5,1.0,2.0,-1,1,-1,-1,1
18934,-0.5,-0.5,2.0,1.0,-1,1,-2,-1,1
18935,-0.5,1.5,1.0,2.0,1,1,1,1,2
18936,-2.0,-2.0,2.0,2.0,1,1,-1,-1,1
18937,-0.5,-0.5,-0.5,1.0,-1,1,-1,-1,2
18938,-0.5,1.0,1.0,2.0,1,1,-1,1,2
18939,-0.5,1.0,1.0,1.0,-1,1,1,-1,2
18940,-2.0,1.0,2.0,0.5,1,2,-1,-2,1
18941,-0.5,-0.5,2.0,2.0,1,1,-1,1,1
18942,-0.5,-0.5,1.0,1.0,-2,1,1,-2,2
18943,1.0,1.0,1.0,1.0,1,1,1,1,1
18944,1.5,-2.0,-0.5,1.0,1,1,1,3,2
18945,-2.0,1.0,0.5,1.0,3,-1,1,3,1
18946,-2.0,1.0,0.5,0.5,-2,2,1,-2,2
18947,-0.5,-2.0,-2.0,2.0,3,-1,-2,3,1
18948,-0.5,-0.5,0.5,2.0,3,1,1,1,1
18949,-2.0,-0.5,1.0,0.5,-2,1,1,-1,2
18950,1.0,-0.5,1.0,2.0,3,1,1,3,1
18951,-0.5,1.0,1.0,1.0,1,1,1,-1,1
18952,-0.5,-0.5,0.5,2.0,1,1,-1,1,2
18953,-2.0,-2.0,2.0,2.0,6,1,-2,3,2
18954,1.0,1.0,1.0,0.5,-1,1,-1,1,1
18955,1.0,1.0,2.0,2.0,1,1,1,3,2
18956,1.5,1.0,-0.5,1.0,3,1,1,3,1
18957,1.0,-0.5,1.0,2.0,1,1,1,3,1
18958,-0.5,1.0,1.0,1.0,1,-1,1,1,1
18959,-0.5,-0.5,1.0,1.0,-1,1,-1,-1,1
18960,1.0,1.0,1.0,1.0,-1,1,1,1,1
18961,-0.5,1.0,-0.5,1.0,-2,1,1,-1,2
18962,1.0,1.0,1.0,1.0,1,1,1,-1,1
18963,1.0,1.0,-0.5,2.0,1,1,-1,1,2
18964,-0.5,1.0,1.0,1.0,1,1,1,-1,1
18965,1.0,1.0,1.0,1.0,-1,1,-1,1,1
18966,-0.5,1.0,1.0,1.0,-2,1,1,-2,2
18967,1.0,-2.0,1.0,1.0,1,1,1,-1,1
18968,1.0,1.5,1.0,1.0,1,1,1,1,1
18969,-2.0,-0.5,1.0,0.5,-2,2,1,-2,2
18970,-0.5,1.0,1.0,1.0,1,1,-1,-1,2
18971,1.5,1.0,1.0,2.0,1,1,1,3,2
18972,-0.5,-0.5,-0.5,0.5,-1,1,1,-1,1
18973,1.0,1.5,1.0,0.5,-1,1,-1,1,1
18974,-2.0,-0.5,1.0,1.0,-2,1,1,-2,2
18975,-0.5,1.5,1.0,0.5,-1,1,1,-1,1
18976,1.0,-0.5,0.5,1.0,1,1,-1,1,2
18977,-0.5,1.0,0.5,1.0,1,-1,1,-1,2
18978,-0.5,1.0,1.0,2.0,3,1,-1,3,2
18979,1.0,1.0,1.0,1.0,3,-1,1,1,1
18980,1.0,1.0,1.0,1.0,1,1,1,-1,1
18981,6.0,1.0,-2.0,1.0,6,-2,-2,1,2
18982,-2.0,-0.5,1.0,1.0,-1,1,1,-1,2
18983,1.0,1.0,0.5,1.0,3,1,1,1,2
18984,-0.5,6.0,1.0,1.0,-1,1,1,-2,1
18985,-2.0,-2.0,1.0,0.5,-2,2,1,-2,2
18986,1.5,-0.5,0.5,2.0,3,1,1,3,2
18987,1.5,-0.5,1.0,1.0,1,1,-1,-1,1
18988,-0.5,-0.5,1.0,0.5,-1,1,-1,-1,2
18989,1.0,1.0,1.0,2.0,1,1,1,1,1
18990,1.0,1.0,2.0,2.0,1,1,-2,3,2
18991,-2.0,-0.5,0.5,2.0,-1,2,-1,1,2
18992,-2.0,-0.5,1.0,1.0,-2,1,1,-2,1
18993,-0.5,1.0,1.0,2.0,1,1,1,1,1
18994,-0.5,1.5,0.5,2.0,1,1,1,-1,1
18995,-0.5,1.0,1.0,1.0,-1,1,1,1,1
18996,1.5,1.5,0.5,2.0,1,-1,-1,1,1
18997,1.0,1.0,0.5,2.0,1,-1,-1,3,2
18998,-2.0,-2.0,2.0,1.0,-2,2,1,-2,2
18999,-2.0,1.5,1.0,1.0,-2,2,2,-2,2
19000,-0.5,1.0,1.0,0.5,-1,1,1,-1,1
19001,-0.5,-2.0,1.0,2.0,-1,1,1,-1,1
19002,-0.5,-0.5,0.5,2.0,1,1,-1,-1,2
19003,-2.0,1.0,2.0,2.0,6,1,-2,3,1
19004,1.5,1.5,-0.5,2.0,1,1,-1,3,1
19005,1.5,1.0,1.0,1.0,1,-2,1,1,1
19006,6.0,1.0,-2.0,1.0,6,-2,-2,6,2
19007,-2.0,1.5,-2.0,1.0,-2,2,-2,-2,2
19008,1.0,1.0,1.0,0.5,1,1,1,-1,2
19009,-2.0,1.0,1.0,1.0,-2,2,1,-1,2
19010,-0.5,1.0,2.0,0.5,3,-1,1,1,1
19011,-2.0,-2.0,2.0,1.0,-2,2,2,-2,2
19012,-2.0,-0.5,2.0,1.0,3,1,1,1,2
19013,-0.5,1.0,-0.5,1.0,-1,1,1,-1,2
19014,-0.5,1.0,1.0,0.5,-2,1,1,-1,2
19015,1.0,1.0,0.5,2.0,1,1,1,1,2
19016,1.5,1.0,1.0,2.0,3,-1,1,3,1
19017,-0.5,1.0,1.0,1.0,1,1,-1,-1,1
19018,1.0,1.0,1.0,1.0,3,1,1,3,2
19019,-0.5,1.0,-0.5,2.0,1,1,-1,-1,1
19020,1.0,1.0,1.0,2.0,3,1,1,1,2
19021,-0.5,1.0,1.0,0.5,1,1,1,-1,2
19022,-0.5,-0.5,0.5,1.0,-1,2,1,-1,2
19023,-0.5,1.0,1.0,2.0,1,1,-1,3,1
19024,6.0,6.0,2.0,1.0,3,1,-2,3,2
19025,1.0,1.0,2.0,1.0,1,1,-1,3,2
19026,1.0,1.0,0.5,1.0,1,1,1,1,1
19027,-2.0,-0.5,0.5,1.0,-2,2,1,-2,2
19028,1.0,1.0,0.5,2.0,-1,1,1,1,2
19029,1.0,1.0,0.5,2.0,1,1,-2,1,2
19030,1.0,1.0,1.0,1.0,1,-1,1,1,1
19031,-0.5,1.5,1.0,1.0,-2,1,1,-2,2
19032,1.0,1.5,2.0,0.5,1,1,-1,1,1
19033,-0.5,6.0,1.0,1.0,1,1,-1,1,1
19034,1.5,1.0,1.0,0.5,-1,-1,1,1,1
19035,-0.5,1.5,1.0,1.0,3,1,1,3,2
19036,1.0,1.0,0.5,1.0,1,1,-1,1,2
19037,1.5,1.0,1.0,1.0,3,-1,-1,-1,1
19038,-2.0,1.0,1.0,0.5,-1,2,1,-2,2
19039,-0.5,1.0,1.0,1.0,-1,1,1,-1,1
19040,-2.0,-0.5,1.0,1.0,-2,2,1,-2,2
19041,1.0,1.0,-2.0,1.0,1,1,1,1,1
19042,1.0,1.0,-0.5,2.0,1,-1,-1,1,2
19043,-2.0,1.0,-0.5,0.5,-1,2,1,-1,2
19044,-2.0,1.0,0.5,1.0,-2,2,1,-2,2
19045,-0.5,1.5,1.0,1.0,1,1,1,-1,1
19046,-0.5,-0.5,1.0,2.0,-1,2,1,-1,2
19047,-0.5,-0.5,1.0,1.0,-1,1,1,-1,1
19048,1.0,1.0,-0.5,2.0,1,1,-1,3,1
19049,-0.5,1.0,1.0,1.0,-1,1,-1,-1,2
19050,1.0,1.0,0.5,1.0,1,1,1,-1,1
19051,-2.0,-0.5,1.0,1.0,-1,1,-1,-2,2
19052,1.0,1.0,2.0,1.0,1,1,-1,1,2
19053,-0.5,1.0,1.0,0.5,-2,1,1,-2,1
19054,1.0,-0.5,0.5,2.0,3,1,-1,3,1
19055,1.0,1.0,1.0,1.0,1,1,-1,1,1
19056,-2.0,-0.5,-0.5,2.0,3,1,-1,3,2
19057,-2.0,-0.5,1.0,1.0,-1,2,-1,-2,1
19058,-0.5,1.0,0.5,2.0,-1,1,-1,1,2
19059,-0.5,-0.5,1.0,1.0,-2,-1,1,-1,2
19060,6.0,-2.0,2.0,1.0,6,-2,-2,6,2
19061,1.0,1.0,1.0,1.0,1,1,-1,1,2
19062,-0.5,-0.5,-0.5,1.0,-1,2,-1,-2,2
19063,-2.0,-0.5,1.0,1.0,-1,1,1,-1,1
19064,1.0,1.5,1.0,2.0,-1,1,-1,-1,1
19065,1.0,1.0,1.0,1.0,1,1,1,1,2
19066,1.0,-0.5,1.0,1.0,1,1,-1,1,2
19067,1.5,1.0,0.5,1.0,3,-1,-2,1,2
19068,-0.5,1.0,0.5,1.0,3,-1,-2,6,2
19069,1.0,1.0,1.0,1.0,1,1,1,1,1
19070,1.0,1.5,0.5,1.0,1,-1,-1,3,1
19071,-2.0,-0.5,0.5,0.5,-2,2,2,-2,2
19072,1.5,1.0,0.5,1.0,1,1,-1,1,2
19073,-0.5,1.0,1.0,1.0,1,-1,1,1,1
19074,1.5,-0.5,2.0,1.0,1,1,1,3,2
19075,-0.5,1.0,1.0,1.0,1,1,1,-1,2
19076,1.0,1.0,1.0,2.0,6,-1,-1,6,2
19077,1.5,-0.5,1.0,1.0,1,1,1,1,1
19078,1.0,1.0,1.0,1.0,1,1,1,1,1
19079,-0.5,-2.0,1.0,0.5,-2,-1,1,-1,1
19080,1.0,1.0,1.0,1.0,1,1,-1,1,1
19081,-2.0,-0.5,1.0,1.0,-2,1,-1,-2,2
19082,1.0,1.5,1.0,2.0,1,-1,-1,1,1
19083,-2.0,-2.0,-0.5,1.0,-2,1,1,-2,2
19084,-0.5,-0.5,-0.5,1.0,1,1,-1,-1,1
19085,-2.0,-2.0,0.5,1.0,1,1,-1,1,1
19086,1.0,-0.5,0.5,2.0,1,1,-1,1,1
19087,1.5,-0.5,-0.5,2.0,3,1,-1,3,2
19088,-0.5,1.0,0.5,1.0,-1,1,1,1,2
19089,1.0,1.0,1.0,1.0,1,2,-1,1,1
19090,1.5,6.0,1.0,1.0,6,1,1,6,2
19091,-0.5,-0.5,-0.5,2.0,-1,2,-1,1,1
19092,-0.5,1.0,1.0,1.0,-2,-1,1,-1,2
19093,-0.5,-0.5,0.5,0.5,-1,1,-1,-1,1
19094,-2.0,-2.0,1.0,1.0,-1,1,1,-1,1
19095,-0.5,1.0,2.0,2.0,3,-1,-1,1,2
19096,-0.5,-2.0,1.0,1.0,-1,1,1,-1,1
19097,-0.5,1.5,0.5,2.0,1,-1,-2,1,2
19098,1.0,1.5,1.0,1.0,1,1,1,1,1
19099,-0.5,1.0,1.0,1.0,1,1,-1,-1,1
19100,-0.5,-2.0,0.5,1.0,1,-1,-1,1,1
19101,1.0,1.0,1.0,0.5,1,1,1,-1,1
19102,-2.0,1.5,2.0,2.0,3,1,-1,3,2
19103,-2.0,1.0,1.0,0.5,1,2,1,-2,1
19104,1.0,1.0,-0.5,1.0,1,1,-1,1,1
19105,-0.5,1.0,-0.5,2.0,1,1,-1,-1,1
19106,-2.0,1.0,1.0,1.0,-1,1,-1,-1,1
19107,1.0,1.0,0.5,1.0,1,1,1,1,1
